Team,Match_Number,Date,Opponent,Venue,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
St Pauli,3,2025-09-19,Stuttgart,A,2,0,0,3.0,-3.0,0.0
St Pauli,4,2025-09-27,Leverkusen,H,1,2,0,1.0,-1.0,-1.0
St Pauli,5,2025-10-04,Werder Bremen,A,1,0,0,1.0,-1.0,-2.0
St Pauli,6,2025-10-19,Hoffenheim,H,0,3,0,3.0,-3.0,-5.0
St Pauli,7,2025-10-25,Ein Frankfurt,A,2,0,0,1.0,-1.0,-6.0
Stuttgart,1,2025-08-23,Union Berlin,A,2,1,0,1.0,-1.0,-1.0
Stuttgart,2,2025-08-30,M'gladbach,H,1,0,3,0.0,3.0,2.0
Stuttgart,3,2025-09-13,Freiburg,A,3,1,0,0.0,0.0,2.0
Stuttgart,4,2025-09-19,St Pauli,H,2,0,3,0.0,3.0,5.0
Stuttgart,5,2025-10-05,Heidenheim,H,1,0,3,0.0,3.0,8.0
Stuttgart,6,2025-10-18,Wolfsburg,A,0,3,3,1.0,2.0,10.0
Stuttgart,7,2025-10-26,Mainz,H,2,1,3,1.0,2.0,12.0
Union Berlin,1,2025-08-23,Stuttgart,H,2,1,3,1.0,2.0,2.0
Union Berlin,2,2025-08-31,Dortmund,A,3,0,0,0.0,0.0,2.0
Union Berlin,3,2025-09-13,Hoffenheim,H,2,4,0,3.0,-3.0,-1.0
Union Berlin,4,2025-09-21,Ein Frankfurt,A,3,4,3,3.0,0.0,-1.0
Union Berlin,5,2025-10-04,Leverkusen,A,2,0,0,1.0,-1.0,-2.0
Union Berlin,6,2025-10-17,M'gladbach,H,3,1,3,0.0,3.0,1.0
Union Berlin,7,2025-10-24,Werder Bremen,A,1,0,0,0.0,0.0,1.0
Werder Bremen,1,2025-08-23,Ein Frankfurt,A,4,1,0,0.0,0.0,0.0
Werder Bremen,2,2025-08-30,Leverkusen,H,3,3,1,1.0,0.0,0.0
Werder Bremen,3,2025-09-14,M'gladbach,A,0,4,3,0.0,3.0,3.0
Werder Bremen,4,2025-09-20,Freiburg,H,0,3,0,0.0,0.0,3.0
Werder Bremen,5,2025-09-26,Bayern Munich,A,4,0,0,0.0,0.0,3.0
Werder Bremen,6,2025-10-04,St Pauli,H,1,0,3,1.0,2.0,5.0
Werder Bremen,7,2025-10-18,Heidenheim,A,2,2,1,3.0,-2.0,3.0
Werder Bremen,8,2025-10-24,Union Berlin,H,1,0,3,3.0,0.0,3.0
Wolfsburg,1,2025-08-23,Heidenheim,A,1,3,3,3.0,0.0,0.0
Wolfsburg,2,2025-08-31,Mainz,H,1,1,1,3.0,-2.0,-2.0
Wolfsburg,3,2025-09-21,Dortmund,A,1,0,0,0.0,0.0,-2.0
Wolfsburg,4,2025-09-27,RB Leipzig,H,0,1,0,0.0,0.0,-2.0
Wolfsburg,5,2025-10-04,Augsburg,A,3,1,0,0.0,0.0,-2.0
Wolfsburg,6,2025-10-18,Stuttgart,H,0,3,0,1.0,-1.0,-3.0
